TEMPS	VO2	VCO2	FR	VT
6	113.513544098919	86.1238011166676	11.15241636	1.498357264
10	742.038177849803	547.837614325058	15.07537688	1.376979105
11	227.004026327146	100.089989782126	54.05405405	0.263156007
13	733.938903822842	536.16657574234	30.6122449	0.818027587
16	0	137.827345558003	23.16602317	0.366174444
18	87.2355346795661	42.8597211887041	36.14457831	0.232556471
19	0	0	36.36363636	0.091798607
21	1843.16570807709	1139.47387284333	33.14917127	1.301500251
23	1943.3309446732	1395.44992639171	24.48979592	2.378603906
24	0	0	63.15789474	0.127498065
28	766.922727919399	596.769510954242	18.51851852	1.465717759
30	509.503123179102	368.829238796293	26.66666667	0.708889243
31	638.7816277476	448.902474281239	40	0.677269723
33	464.663315787169	325.955361803299	43.79562044	0.519172122
34	1232.45666126184	853.257073221652	45.80152672	0.911866163
35	944.363658235363	636.079482584619	48.7804878	0.682369646
37	924.809701484633	680.34964793289	28.98550725	1.104643238
39	1171.70096844506	930.532457093587	36.36363636	1.251521009
40	362.549783683377	215.175223754476	48.7804878	0.395753995
41	0	0	78.94736842	0.075478855
43	310.25782471805	166.246343726165	35.71428571	0.40595384
44	420.765975820711	288.737606157112	35.50295858	0.517132153
46	70.0923231867727	5.59799960818991	39.73509934	0.157077616
48	41.1724630678379	15.7004087070036	27.39726027	0.218276688
51	182.23673391869	96.8847692403899	24.69135802	0.337614877
54	952.695481283389	574.237468031334	17.49271137	1.164822325
57	851.135949553889	514.772869313931	21.05263158	1.108723176
59	1223.47622911436	817.690197581187	24	1.482037511
63	821.547647032713	561.101363712518	14.28571429	1.816592435
68	376.478646437317	244.933477243993	12.95896328	0.987345018
73	765.856230416597	544.252697998476	12.98701299	1.778853007
76	475.854717980865	300.633933663471	19.35483871	0.7578485
79	820.714287350426	535.13897139004	17.59530792	1.192361907
83	795.02516495039	491.113970518718	17.39130435	0.959805436
84	1505.70836382518	818.952494652472	46.15384615	0.809867711
85	1273.35749650539	733.70194833048	41.95804196	0.879226658
87	1177.80322615314	835.912322959021	31.91489362	1.286200483
89	1337.28420079944	974.114947112423	29.12621359	1.645235035
91	995.842838108926	784.046520676504	32.60869565	1.269880731
93	749.894835332816	554.283100559969	36.58536585	0.851687076
94	656.794032623575	437.58474188921	45.11278195	0.615050667
95	550.546046062781	402.832023130915	46.15384615	0.515092184
97	863.203899014078	655.190581952704	41.37931034	0.787428051
98	1148.35494482923	823.061662665581	39.47368421	0.993464925
100	1449.37391992804	1068.43722396692	33.70786517	1.375959121
102	1071.49915725451	842.017865814053	34.68208092	1.19542186
104	824.93467679742	629.304934948099	34.88372093	0.935325807
106	744.794369792275	566.067193404858	32.0855615	0.975105204
108	674.2199632607	490.206349470002	24.29149798	1.041404197
110	1587.03801914103	1192.19769399286	38.70967742	1.35555943
114	511.388292496362	594.571720610036	12.63157895	2.032829153
116	1427.87862233977	959.103324420816	38.96103896	1.053644012
118	1062.65013977919	775.035516753857	26.78571429	1.236221241
119	770.833938677342	431.13374981921	66.66666667	0.465112942
121	1461.19156719255	1029.25808959079	37.26708075	1.326999864
122	976.628596589055	692.929739113082	52.17391304	0.763968407
123	1090.16262677071	666.711844126561	55.04587156	0.673189785
124	793.791031462171	524.782256031405	40.81632653	0.687469568
125	466.688680275456	187.800934042205	82.19178082	0.280495744
126	654.564005571903	413.537196576305	54.05405405	0.471232849
127	1362.26759280557	849.389369076973	46.15384615	0.824147494
129	782.323490313186	518.824742600709	44.44444444	0.686449584
130	634.895278211758	378.142782966362	44.7761194	0.499792416
131	249.055678324542	198.676695172995	46.15384615	0.354954614
132	1304.56032354732	733.167092248258	68.96551724	0.495712478
134	2551.14523316602	1577.31955042361	43.79562044	1.273960669
136	550.734431385552	521.23451945852	22.81368821	0.877186689
138	37.3550125792614	0	38.46153846	0.16013757
140	839.494026700338	422.026003089559	29.41176471	0.649730141
141	985.914881027746	511.390238836294	42.25352113	0.604850822
143	815.035987358527	379.293816174446	46.15384615	0.467152911
145	1140.49690789116	615.243690762694	26.31578947	0.948585606
146	320.150638764215	96.4555283028688	40	0.273355852
148	888.864822913516	440.425621791137	39.21568627	0.552831611
151	947.195256284669	541.988810671873	20.54794521	0.938385761
152	2179.39126675417	1251.03952529602	41.66666667	1.254580963
154	1477.61259244936	1006.03765822816	35.50295858	1.372899167
155	1310.13215381628	817.268449611141	47.61904762	0.860866937
156	79.925739352458	113.524804011637	65.93406593	0.304975372
157	119.34881212586	68.2720063227913	52.17391304	0.237656394
160	2054.958783439	1384.86718434611	24.69135802	2.074648519
161	886.122338487868	493.421476744475	54.05405405	0.499792416
162	0	0	67.41573034	0.120358174
164	453.430638814389	303.138252965707	31.74603175	0.473272818
165	894.355807469472	525.978968007483	36.14457831	0.653810079
167	1321.49206500181	813.978185603113	45.45454545	0.76906833
168	1454.3317528193	815.758698673805	37.26708075	0.934305823
170	1374.13556890537	769.837248904235	42.85714286	0.947565621
171	1540.84775331739	984.280489265782	36.58536585	1.153602495
173	1240.85732249695	786.938761186201	40.26845638	0.936345792
174	1147.99714566766	681.794868335662	41.37931034	0.829247417
176	931.83708877764	609.194616707104	40.26845638	0.772128284
177	977.356843513237	631.468101859572	43.47826087	0.782328129
179	1169.35051630265	785.755823777422	39.21568627	1.052624027
180	771.207443703663	557.136153661209	37.03703704	0.890446488
182	1005.61262632136	728.567044432814	36.36363636	1.081183594
184	1157.98366745162	812.077838283888	35.50295858	1.259680885
185	293.352693372874	265.998848699321	52.17391304	0.481432695
186	1396.27866850609	1048.43393651202	41.66666667	1.219901489
188	1341.17044343755	1093.75553716211	34.28571429	1.643195066
191	1008.29117813717	804.924981055321	20.97902098	1.544256567
193	837.67419586711	677.128270131864	22.55639098	1.200521783
195	916.29501308228	725.394545402501	45.45454545	0.904726271
196	1064.35773367778	650.368147424085	57.14285714	0.690529522
197	929.097025076397	717.156299990166	54.54545455	0.768048345
198	965.235940843198	757.834644414137	43.16546763	0.912886148
199	520.261816718846	295.264584229208	84.50704225	0.298855465
200	1435.69161635081	1088.70498139916	41.66666667	1.199501798
202	1145.6501178782	843.34198863134	44.44444444	1.047524105
203	1634.63212897766	1139.72610539081	49.58677686	1.084243547
204	1314.9713132633	956.772805482597	40.26845638	1.107703191
206	1218.50919291531	887.978303321825	48	0.870046798
207	1160.41225729798	840.01428102268	51.72413793	0.791507989
208	1392.00363376567	880.815413719948	49.58677686	0.841487231
209	1442.48330386631	947.557902086758	49.18032787	0.892486457
211	1765.84053300102	1184.52950222205	42.55319149	1.19542186
212	1807.21344337387	1273.25697792652	45.11278195	1.22908135
214	1955.11716686277	1282.88011690035	37.26708075	1.475917604
215	1218.1143690316	804.569982415777	44.11764706	0.914926117
217	2037.32838677825	1368.53729059834	40.81632653	1.416758502
218	1857.85138417478	1231.22178233537	38.21656051	1.410638595
220	1360.53564190993	1012.27279837455	36.36363636	1.266820777
221	1705.45154124737	1111.36775491949	48.7804878	1.047524105
222	1270.53066734722	880.013962214352	40.81632653	1.030184368
224	2003.57079563431	1359.83439015713	43.79562044	1.357599399
225	1688.53628003147	1198.7986888941	38.21656051	1.470817681
227	1605.49446505292	1083.40902864591	50.42016807	1.047524105
228	1540.29507919821	1100.47134899088	37.26708075	1.416758502
229	1428.71741482651	941.780600053608	50	0.952665544
231	1367.07571473463	961.180139728361	48.38709677	0.975105204
232	1468.95882090941	1034.64465492646	41.09589041	1.156662449
233	1301.6286911238	870.185704268777	54.54545455	0.834347339
234	1346.56395091571	859.423002895625	54.05405405	0.813947649
236	869.306454054013	546.480212101068	27.27272727	0.784368098
238	1943.02414818174	1247.54575300631	51.72413793	1.129122866
239	1620.12198743945	1055.02540454942	56.07476636	1.051604043
