TEMPS	VO2	VCO2	FR	VT
918	2034.309248	1061.163334	33.16749585	1.258643149
920	2166.21463	1071.77325	30.78501796	1.374919745
922	2171.266959	1072.140239	30.36437247	1.436117953
924	2212.898015	1064.039011	29.76190476	1.480996639
927	2180.584913	1084.638611	28.35538752	1.553414519
929	2074.122834	1062.812006	27.48511223	1.534035086
931	2128.730989	1080.520554	27.57352941	1.512615713
933	2149.724757	1097.055103	29.22552362	1.438157893
935	2363.338978	1167.560923	30.99173554	1.455497386
936	2114.581344	1051.090681	33.59462486	1.286182343
938	2020.669953	1032.053164	32.55561584	1.310661626
940	1849.35319	987.8719291	30.62787136	1.292302164
943	1881.534155	1032.991368	25.18891688	1.441217804
947	1763.35292	990.0787418	21.69197397	1.449377565
949	1948.87243	1051.41133	21.98607549	1.476916759
951	2224.817193	1153.908945	25.04173623	1.504455952
952	2598.77046	1241.871273	31.4795383	1.462637177
954	2547.05896	1200.207433	32.50270856	1.475896788
956	2251.887309	1091.954145	32.37992445	1.439177864
958	2214.610151	1103.601378	31.91489362	1.458557296
960	2089.321575	1083.606123	32.15434084	1.428978162
962	2262.721939	1152.745446	31.86404673	1.475896788
964	2163.701654	1133.071223	29.86560478	1.555454459
966	2175.94217	1156.211348	28.8184438	1.623792458
968	2068.251778	1087.174814	30.3183426	1.508535833
970	2086.564446	1075.3316	30.16591252	1.516695594
972	2001.792354	1034.62111	29.22552362	1.497316161
974	1882.87983	996.863875	26.86968204	1.527915265
977	1866.411333	980.5535193	27.32240437	1.432038073
980	1452.227593	816.0321601	22.56487401	1.308621686
980	1149.916568	741.9911086	30.0150075	0.881254199
982	1355.384712	848.680306	31.64556962	0.936332586
983	1503.894252	1048.674803	72.37635706	0.610962112
985	2029.343755	1247.574196	41.78272981	1.159706046
987	1910.611549	1168.766934	38.73466753	1.207644642
989	2482.460851	1223.798268	28.68068834	1.697230308
991	2295.337608	1146.42287	28.76318313	1.649291712
993	2209.703302	1123.7087	28.76318313	1.624812429
995	1937.464167	1045.220918	28.66698519	1.544234788
997	2010.947474	1084.597774	28.76318313	1.545254758
999	2007.844052	1081.649855	28.86002886	1.552394549
1001	2124.409787	1089.988661	28.9017341	1.541174877
1004	2058.31935	1048.264337	28.9017341	1.492216311
1006	2072.294463	1067.548101	28.86002886	1.483036579
1008	1936.95072	1041.089015	28.49002849	1.461617207
1010	1991.192519	1077.280265	28.6259542	1.49017637
1012	2058.253688	1101.043435	28.54424358	1.513635684
1014	2294.356395	1178.388237	28.76318313	1.593193354
1016	2261.039118	1174.861009	28.49002849	1.614612727
1018	2178.808968	1153.839051	28.49002849	1.612572787
1020	2161.548961	1143.456938	28.49002849	1.573813922
1022	2235.186926	1149.807146	28.99951667	1.575853862
1024	2301.811851	1134.50958	29.28257687	1.56157428
1027	2281.018859	1114.904393	28.9017341	1.592173384
1029	2020.939927	1042.602623	27.19854941	1.505475922
1031	1952.809471	1028.702446	26.83363148	1.433058043
1033	1999.019813	1028.606767	26.56042497	1.41367861
1036	1981.832218	986.6832918	25.07312996	1.436117953
1039	1842.914395	916.7117495	23.84737679	1.426938222
1041	1876.563482	940.4696346	24.03846154	1.431018102
1043	1878.433446	924.056581	26.44336712	1.393279207
1045	2088.1529	1022.738116	27.91996277	1.48405655
1047	1913.342164	937.7841947	28.80460874	1.425918252
1063	1868.119391	841.0443602	28.54424358	1.267822881
1065	1941.206362	905.3973744	28.18224519	1.34024076
1067	1933.227413	930.0578668	27.86809104	1.370839864
1069	2021.57945	980.7786956	29.18287938	1.371859834
1071	2000.777736	926.3375352	30.51881994	1.300461925
1073	2015.419789	930.1744852	29.36857562	1.352480402
1076	1928.742813	907.441688	25.07312996	1.399399028
1078	1919.536743	939.4682591	25.01042101	1.444277714
1080	2021.391886	966.1891328	25.54278416	1.447337625
1082	2076.038638	960.4037708	29.09796314	1.408578759
1084	2194.535473	1001.098875	28.95752896	1.458557296
1098	2305.638263	1045.192521	31.36434919	1.4106187
1100	2314.648127	1061.327203	33.16749585	1.376959685
1102	2190.968217	1010.743781	33.59462486	1.329021089
1104	1995.872596	944.2664658	33.09431881	1.305561776
1105	2090.291487	985.3188649	32.60869565	1.374919745
1107	1999.320602	941.8708221	33.09431881	1.307601716
1109	1977.517631	969.0888079	32.27541689	1.332080999
1111	1913.442322	955.7899006	32.32758621	1.275982642
1113	1850.169365	908.1621802	31.64556962	1.248443448
1114	1960.255211	897.2399197	34.76245655	1.167865807
1116	2164.9543	997.5426458	34.82298317	1.243343597
1118	2214.452321	1017.872121	35.44004725	1.26578294
1120	2204.251905	1079.731428	33.84094755	1.373899775
1122	1886.90546	965.6751048	31.4795383	1.352480402
1124	1892.803155	992.2191759	31.81336161	1.34024076
1126	1798.839752	910.7948676	29.42618931	1.334120939
1127	1751.741556	879.6521581	33.35186215	1.162765956
1129	1665.128714	829.5658306	32.37992445	1.135226763
1131	1738.292972	858.808251	36.900369	1.0383296
1132	1966.130538	918.7811038	34.90401396	1.142366554
1134	2050.419043	981.9633614	34.22703936	1.219884284
1137	2040.492425	1011.482357	30.3183426	1.359620193
1139	1932.721255	1000.620862	27.91996277	1.418778461
1141	1997.894478	1019.446696	27.52293578	1.429998132
1143	1969.05429	981.7158326	27.70083102	1.399399028
1144	2017.368245	974.3771339	32.39740821	1.238243747
1146	2003.38569	973.0689826	33.35186215	1.219884284
1149	2046.109851	1005.571187	32.32758621	1.267822881
1151	1983.625812	952.3052102	29.46954813	1.330041059
1153	1894.396832	937.2161213	28.76318313	1.345340611
1155	1878.759783	915.1581893	29.86560478	1.285162373
1157	1989.169148	1011.120992	28.22201317	1.423878311
1159	2014.324511	1006.350452	29.41176471	1.372879805
1161	1933.32975	977.3140682	30.0150075	1.34126073
1162	1855.036575	936.6778613	33.72681282	1.210704553
1164	1957.471186	928.8233836	33.22259136	1.231103956
1167	1799.037664	894.2903122	29.3255132	1.224984135
1169	1779.50692	900.882674	26.01908066	1.358600223
1171	1793.141773	955.8678613	26.7141585	1.387159387
1173	2065.293676	1057.447627	31.36434919	1.41265864
1175	2081.275111	1032.314233	32.60869565	1.353500372
1177	2012.459332	1020.055154	32.03416978	1.362680103
1178	2050.016578	1036.548429	30.94378546	1.391239267
1181	2095.879641	1055.673017	30.47232098	1.41163867
1183	2228.337532	1108.761611	29.65892239	1.478956699
1184	1986.269336	1011.104317	31.05590062	1.33616088
1186	1823.891265	1011.946279	30.83247688	1.323921238
1189	1506.05356	935.278977	29.86560478	1.250483388
1191	1669.432897	1007.921483	27.37226277	1.390219297
1193	1838.651687	1096.897611	27.07581227	1.470796938
1195	1979.934611	1075.572302	27.82931354	1.441217804
1197	1962.067995	1063.035069	29.76190476	1.375939715
1199	1829.945917	979.3520503	32.10272873	1.26680291
1200	1903.898869	954.2018233	35.94967046	1.178065508
1202	2061.121249	999.0498924	36.45200486	1.238243747
1204	2011.921615	929.8867418	34.30531732	1.283122433
1206	2040.861177	983.6281319	31.88097768	1.392259237
1208	1878.908722	919.7992691	29.91026919	1.388179357
1210	2033.404366	994.3109903	32.27541689	1.356560282
1211	2021.302304	1019.724211	32.67973856	1.352480402
1213	2066.089791	1010.769167	37.73584906	1.215804404
1216	1697.360134	858.546797	29.08385846	1.198464911
1218	1620.329951	815.9566623	28.35538752	1.170925717
1220	1639.802013	865.413558	25.3164557	1.306581746
1222	1695.191433	914.3695044	29.80625931	1.272922731
1226	1157.148128	678.8510441	21.15655853	1.197444941
1228	1432.655356	762.8187916	22.62443439	1.19234509
1230	1676.81736	826.0823449	23.11248074	1.275982642
1231	2827.604671	1278.21959	34.36426117	1.443257744
1233	2332.732224	1104.140837	35.16998828	1.347380551
1235	2215.476394	1085.67862	36.23188406	1.329021089
1237	1909.932083	950.9654858	34.82298317	1.289242253
1239	1853.959276	914.7051394	31.31524008	1.34126073
1241	1781.317457	891.22747	30.10536879	1.317801417
1242	1859.792146	903.056716	31.25	1.257623179
1244	2116.791951	1019.378714	32.93084523	1.312701567
1246	2205.494193	1013.057381	35.31489111	1.26578294
1247	2146.370004	1027.893152	35.23194363	1.300461925
1250	1765.978526	901.4369486	30.94378546	1.282102462
1253	1520.417275	837.3044795	23.05032655	1.334120939
1256	1791.005216	920.1493542	22.25519288	1.4106187
1260	1669.099341	860.0510172	18.58160421	1.418778461
1261	2034.825096	989.3114797	22.42152466	1.469776968
1264	1805.403076	937.7973662	22.25519288	1.449377565
1266	2221.90058	1119.000587	28.80460874	1.492216311
1268	1927.983941	1006.727537	27.49770852	1.461617207
1270	1902.950245	1002.999428	27.66251729	1.449377565
1272	1520.527728	906.3372799	28.27521206	1.331061029
1274	1858.213937	1095.353248	30.47232098	1.403478909
1275	1934.338754	1082.966349	36.23188406	1.230083985
1277	2171.840027	1132.263076	35.50295858	1.307601716
1279	1837.787374	948.683128	32.78688525	1.247423478
1281	1735.66076	928.8064581	29.65892239	1.307601716
1282	1328.909727	932.309307	41.40786749	0.928172825
1284	1288.860498	909.8634538	41.01161996	0.902673571
1286	1130.359382	911.5919217	39.4218134	0.926132885
1287	1668.082241	940.5338805	31.81336161	1.19336506
1289	1674.339547	892.5816436	32.55561584	1.144406494
1291	2026.102331	990.4443493	33.16749585	1.227024075
1293	2176.349543	1006.341305	32.73322422	1.300461925
1295	2243.86935	1055.716993	32.85870756	1.397359088
1297	2099.730647	989.062221	32.85870756	1.356560282
1299	1888.126501	957.844463	30.10536879	1.375939715
1301	1797.03767	921.0876501	29.80625931	1.324941208
1303	1809.649478	931.3483978	30.21148036	1.309641656
1304	1956.982459	967.6832092	32.44997296	1.280062522
1306	2059.52712	973.1754606	35.23194363	1.216824374
1308	2018.125328	933.2935217	34.36426117	1.213764463
1310	1770.548799	879.3191656	31.64556962	1.234163866
1312	1775.290337	916.1606682	30.67484663	1.26170306
1314	1775.878283	956.1354256	29.46954813	1.309641656
1316	1805.963415	1072.701693	29.22552362	1.368799924
1318	1834.036797	1104.696437	29.6735905	1.364720044
1320	1910.68031	1089.323569	31.4795383	1.291282194
1323	1828.828059	934.7109395	25.39145154	1.273942701
1325	2007.357077	991.9451896	24.97918401	1.393279207
1327	2016.922691	1014.543262	24.66091245	1.476916759
1329	2198.102608	1070.313092	31.64556962	1.443257744
1331	2063.067525	1003.059423	31.98294243	1.396339118
1333	1844.875095	910.5641171	30.6122449	1.346360581
1335	1916.259084	953.2383222	31.15264798	1.331061029
1336	1991.221554	963.1414959	32.27541689	1.281082492
1338	2120.45507	989.2615296	35.25264395	1.227024075
1340	1955.934108	917.0315185	33.11258278	1.238243747
1342	1860.683342	915.3396868	31.36434919	1.292302164
1344	2008.098801	1020.22725	29.04162633	1.443257744
1346	2042.437787	1003.964163	29.46954813	1.422858341
1348	1937.45356	934.5440607	28.12939522	1.41265864
1351	1896.905371	918.1192752	27.95899348	1.403478909
1353	1982.451424	1041.566444	26.01908066	1.542194847
1355	2147.840035	1112.838261	26.86968204	1.63399216
1357	2121.838151	1096.646778	27.2851296	1.63705207
1360	1384.070071	674.4155037	27.73925104	1.103607688
1361	1504.506339	799.8274197	29.61500494	0.980191302
1363	1480.45249	769.7627505	30.06012024	0.926132885
1365	2585.522782	1346.28244	34.56221198	1.40959873
1367	2427.797669	1195.994076	31.86404673	1.506495893
1369	2564.363969	1263.332901	31.52916448	1.573813922
1371	2479.854566	1196.526372	29.55665025	1.608492906
